all_type,text
L-I,[    My theory  - my theory is that ants find the hills and just put hole and the top the dont build the hills- ]
L-I,[    My theory  - of why the stinkbugs are not moving when they are on the berries is maybe they want it as their source of food and the stinkbugs don't want the other stinkbugs getting over the berries. Also maybe since it's getting colder the stinkbugs want to get as much food as they can because it will be a lot colder and the stinkbugs will lose their sources of food.- ]
L-I,[    My theory  - poison is used to scare predetors away or else the predotor will dye slowly- ]
L-I,"[    My theory  - Seeds are living matter.Because Seeds in apples are like unborn children they dont grow but when they get the right treatment they grow into a huge apple tree.
- ]"
L-I,"[    My theory  - That plants don't have energy in them, they have nutrients and ogranisoms that eat them that eat plants get the nutrients into energy to move and do other stuff animals that don't,don't get the energy- ]"
L-I,[    My theory  -Mosquitos are the most deadly animals in the world.they cary thousands of diseases.- ]
L-I,[    My theory  -Moss does not only grow on the north side of trees. Moss grows on the north side of trees if the tree lives in the northern hemisphere. the reason for this because the sun hits the north side of trees so water evaporates. So moss grows. if the tree lives in the southern hemisphere. it grows on the south side. - ]
L-I,[    My theory  -wonce one gets in it lays eggs whitch makes more and one probibly crawled on the roo- ]
L-I,"[    My theory -Grasshoppers go through 4 stages of their life cycle egg,Nymph,adult Grasshoppers, and death. A nymph looks like a little adut Grasshopper.But with out wings - ]"
L-I,"[    My theory I think the worms use the slime on their bodies help them to move around in the soil.
- ]    
- ]"
L-I,[    My theory is that it's wind
L-I,[    My theory Is that the plant starts to dies when the soil becomes more unheathly or they can't get the minerals that they need.]
L-I,[    New Information  - (Moss) seedless (spores) the wind carriess the spores throw the air and if it is in the right codistion then it will land on ground and it will grow the plant called moss- ]
L-I,"Anthony, female mosquitos are the only mosquitos that drink blood, because they need nutrients for their eggs. male mosquitos are harmless and instead eat nectar"
L-I,"I agree with Owian, but I think that the ants do a few grains of sand/dirt at a time."
L-I,I agree with Serena because the plants made no progress over the weekend. So I will also check with Serena if the plants made any progress on the 7th of December and\or 10th of December.
L-I,"I noticed ants near piles of sand.
[    I need to understand  - why do ants make anthills.
[    My theory  - is they want to grow close to the sunlight.- ]    
- ]"
L-I,"I noticed that ants were crawling around sand and there was a ant hole.
[    I need to understand - how living underground impacts ants and what impacts ants living underground.
[    My theory  - is that snow and rain impacts ants living underground by bringing the ant hole down. Also does warm weather impact ants living underground also."
L-I,"I noticed that moss does not have seeds.
[    I need to understand  - that why does moss grow if it does not have seeds so it can grow.
[    My theory  - is moss is growing because a reaction that supposedly it makes moss grow.- ]    
- ]"
L-I,"I noticed that moss was growing on the trees.
[    I need to understand  - Why does moss grow on the tree?- 
[    My theory  - Maybe the weather effects the moss or the light. ]"
L-I,"I noticed that some plants in the courtyard are rotting,
[    I need to understand  -- ]    
- what causes living plants to interact with the rotting plants]    
[    My theory  -- ]    
- is that the rotting plants decay into the soil and the living plants use the soil to grow.]"
L-I,"I noticed that the moss was get larger and larger as it spread
[    I need to understand  - how and why does moss spread to other things around it
- ]    
[    My theory  - is that moss spread more cause it grows to the round and evantually reaches other objects- ]"
L-I,"i noticed that there was more moss on the sides of the boards on the bench then on the top.
[    I need to understand  - if the moss grows better in the shade than in the sun.- ]    
[    My theory  -is that the moss needs to be in a dark and moist place. This might be why it sometimes grows on wood- ]"
L-I,"I noticed that when the wind blow the leaves fell off the tree.
[    I need to understand  - why the weather effects living and non-living matter in the GES ecosytem?- ]    
[    My theory  - is thay when the weather puts presure on the matter like hail,rain or wind the matter falls,flattens or moves, like when you get pushed you fall forward.- ]"
L-I,"I noticed the apple tree had some leaves that were green and some were yellow.
[    I need to understand  - why the leaves are different colors. I know the temperature is getting cooler. Does that impact the way the tree changes?
[    My theory  - is that the leaves will eventually get so old they turn colors like my hair is so old it has turned gray.- ]    
- ]"
L-I,i think a few years at most
L-I,I think berry trees have red stuff on it.
L-I,I think moss forms in dark areas because it grows on dark spot on trees
L-I,I think spiders climb walls by gripping into cracks with their legs.
L-I,in other cases there would be making it moss because i just realized that moss cant grow seeds but plants can
